2026-04-27T20:00:01+00:00,AUDNZD,1.21625,1.21644,1.90
2026-04-27T20:00:01+00:00,NZDCAD,0.80539,0.80555,1.60
2026-04-27T20:00:01+00:00,AUDCAD,0.97972,0.97985,1.30
2026-04-27T20:00:01+00:00,EURCHF,0.92080,0.92095,1.50
2026-04-27T20:00:11+00:00,AUDNZD,1.21625,1.21644,1.90
2026-04-27T20:00:11+00:00,NZDCAD,0.80541,0.80559,1.80
2026-04-27T20:00:11+00:00,AUDCAD,0.97976,0.97988,1.20
2026-04-27T20:00:11+00:00,EURCHF,0.92086,0.92101,1.50
2026-04-27T20:00:21+00:00,AUDNZD,1.21622,1.21643,2.10
2026-04-27T20:00:21+00:00,NZDCAD,0.80540,0.80557,1.70
2026-04-27T20:00:21+00:00,AUDCAD,0.97972,0.97985,1.30
2026-04-27T20:00:21+00:00,EURCHF,0.92085,0.92098,1.30
2026-04-27T20:00:31+00:00,AUDNZD,1.21627,1.21648,2.10
2026-04-27T20:00:31+00:00,NZDCAD,0.80542,0.80559,1.70
2026-04-27T20:00:31+00:00,AUDCAD,0.97978,0.97992,1.40
2026-04-27T20:00:31+00:00,EURCHF,0.92085,0.92099,1.40
2026-04-27T20:00:41+00:00,AUDNZD,1.21625,1.21644,1.90
2026-04-27T20:00:41+00:00,NZDCAD,0.80539,0.80555,1.60
2026-04-27T20:00:41+00:00,AUDCAD,0.97972,0.97985,1.30
2026-04-27T20:00:41+00:00,EURCHF,0.92088,0.92103,1.50
2026-04-27T20:00:51+00:00,AUDNZD,1.21621,1.21640,1.90
2026-04-27T20:00:51+00:00,NZDCAD,0.80541,0.80558,1.70
2026-04-27T20:00:51+00:00,AUDCAD,0.97972,0.97983,1.10
2026-04-27T20:00:51+00:00,EURCHF,0.92089,0.92103,1.40
2026-04-27T20:01:01+00:00,AUDNZD,1.21621,1.21640,1.90
2026-04-27T20:01:01+00:00,NZDCAD,0.80544,0.80561,1.70
